Date,MktWealth
1927-03-07,1.1281415206345233
1927-03-08,1.1296081046113482
1927-03-09,1.1353691059448663
1927-03-10,1.1407053407428072
1927-03-11,1.1427586103561442
1927-03-12,1.142530058634073
1927-03-14,1.1448151187513411
1927-03-15,1.1356565978013304
1927-03-16,1.1474674264184643
1927-03-17,1.1524015363520637
1927-03-18,1.1434128043685174
1927-03-19,1.1439845107707016
1927-03-21,1.146158081341166
1927-03-22,1.134123421487084
1927-03-23,1.1363916683300581
1927-03-24,1.1442327708415354
1927-03-25,1.146177966551966
1927-03-26,1.150189589434898
1927-03-28,1.156285594258903
1927-03-29,1.1538573945109594
1927-03-30,1.1468188644044426
1927-03-31,1.1502593209976557
1927-04-01,1.1497992172692566
1927-04-02,1.1489943578171682
1927-04-04,1.155198927349381
1927-04-05,1.1621301209134773
1927-04-06,1.1634084640464823
1927-04-07,1.1663169852065984
1927-04-08,1.1700491995592597
1927-04-09,1.1705172192390834
1927-04-11,1.1728582536775616
1927-04-12,1.1694569647418966
1927-04-13,1.1720297700643287
1927-04-14,1.1732017998343929
1927-04-16,1.1754308832540783
1927-04-18,1.1751957970774276
1927-04-19,1.1774286690918747
1927-04-20,1.180725469365332
1927-04-21,1.1850941536019837
1927-04-22,1.185923719509505
1927-04-23,1.1816543941192708
1927-04-25,1.163338751010422
1927-04-26,1.1702024496413836
1927-04-27,1.1658727005777105
1927-04-28,1.1531646881414135
1927-04-29,1.1588151951133063
1927-04-30,1.158699313593795
1927-05-02,1.1619436716718576
1927-05-03,1.1706582492093967
1927-05-04,1.1799064493781508
1927-05-05,1.1834461687262852
1927-05-06,1.1868781626155913
1927-05-07,1.190438797103438
1927-05-09,1.1929387185773552
1927-05-10,1.1922229553462087
1927-05-11,1.1906730655042588
1927-05-12,1.1894823924387545
1927-05-13,1.1954298044009481
1927-05-14,1.1959079763227085
1927-05-16,1.187297438893185
1927-05-17,1.1929964665998722
1927-05-18,1.1992000482261918
1927-05-19,1.2017183683274668
1927-05-20,1.2071261009849403
1927-05-21,1.2100232036273042
1927-05-23,1.211959240753108
1927-05-24,1.2102624978160537
1927-05-25,1.212319944062341
1927-05-26,1.2137747279952158
1927-05-27,1.2193580917439937
1927-05-28,1.2214310004999585
1927-05-31,1.2248510073013583
1927-06-01,1.228893015625453
1927-06-02,1.2299990193395158
1927-06-03,1.219298027871262
1927-06-04,1.2246629391938955
1927-06-06,1.231031186477704
1927-06-07,1.2275842991555663
1927-06-08,1.231021535193202
1927-06-09,1.2313908416537598
1927-06-10,1.2268346955396408
1927-06-11,1.225607860844101
1927-06-14,1.2073463037175238
1927-06-15,1.2180916858206097
1927-06-16,1.2257656634412795
1927-06-17,1.2278494650691296
1927-06-18,1.2263760457110466
1927-06-20,1.2242912064333378
1927-06-21,1.2202510454521078
1927-06-22,1.2201290203475625
1927-06-23,1.2097579236746083
1927-06-24,1.211451584767753
1927-06-25,1.210361278341462
1927-06-27,1.1958369430013644
1927-06-28,1.1991852864417683
1927-06-29,1.199664960556345
1927-06-30,1.1987052285878999
1927-07-01,1.2066166830965799
1927-07-02,1.2134943981902304
1927-07-05,1.2238091005748473
1927-07-06,1.2313967169984112
1927-07-07,1.2284413648776151
1927-07-08,1.2262301704208354
1927-07-09,1.228437384727593
1927-07-11,1.2333511342665033
1927-07-12,1.2375445281230095
1927-07-13,1.2410096528017538
1927-07-14,1.2463459943088013
1927-07-15,1.249711128493435
1927-07-16,1.251835637411874
1927-07-18,1.2542141251229566
1927-07-19,1.2576005032607884
1927-07-20,1.263259705525462
1927-07-21,1.2628807276138043
1927-07-22,1.2623755753227588
1927-07-23,1.2646478513583397
1927-07-25,1.2699593723340448
1927-07-26,1.2732612667021133
1927-07-27,1.2742798757154747
1927-07-28,1.276191295529048
1927-07-29,1.2826998711362463
1927-07-30,1.2888568305177002
1927-08-01,1.2959455430855475
1927-08-02,1.3041100000069865
1927-08-03,1.2957636960069419
1927-08-04,1.3079438747494072
1927-08-05,1.3002270058883856
1927-08-06,1.2989267788824972
1927-08-08,1.2850282623484544
1927-08-09,1.2971075280145299
1927-08-10,1.3002205860817646
1927-08-11,1.2870883581623387
1927-08-12,1.2671384886108226
1927-08-13,1.2785427350083198
1927-08-15,1.2946523734694246
1927-08-16,1.302808683422282
1927-08-17,1.3071079520775757
1927-08-18,1.3076307952584068
1927-08-19,1.3097230045308204
1927-08-20,1.3144380073471313
1927-08-22,1.3191699841735811
1927-08-23,1.3199614861640852
1927-08-24,1.3227334052850297
1927-08-25,1.323130225306615
1927-08-26,1.3263057378473508
1927-08-27,1.3249794321095034
1927-08-29,1.3247144362230816
1927-08-30,1.324449493335837
1927-08-31,1.318092135767825
1927-09-01,1.3287686820675444
1927-09-02,1.336608417291743
1927-09-03,1.343425120219931
1927-09-06,1.3557846313259545
1927-09-07,1.3620212406300538
1927-09-08,1.3622936448781797
1927-09-09,1.353847424279935
1927-09-10,1.3599397376891946
1927-09-12,1.3551799486072824
1927-09-13,1.3725262519494554
1927-09-14,1.3769183359556938
1927-09-15,1.3804983236291786
1927-09-16,1.3817407721204447
1927-09-17,1.3780100720357193
1927-09-19,1.3737382408124086
1927-09-20,1.3808816796646333
1927-09-21,1.3793627098170023
1927-09-22,1.3640517837380335
1927-09-23,1.3708720426567236
1927-09-24,1.3799197981382578
1927-09-26,1.3669485520357583
1927-09-27,1.370229228560644
1927-09-28,1.3651593804149698
1927-09-29,1.3674801513616752
1927-09-30,1.384573653253696
1927-10-01,1.3914965215199644
1927-10-03,1.3951144124759163
1927-10-04,1.3898129777085078
1927-10-05,1.3859215013709238
1927-10-06,1.3893863051243511
1927-10-07,1.3792437850969435
1927-10-08,1.3748302049846333
1927-10-10,1.36795605395971
1927-10-11,1.3686400319866898
1927-10-13,1.3782205122105966
1927-10-14,1.3782205122105966
1927-10-15,1.3786339783642598
1927-10-17,1.3614010536347065
1927-10-18,1.366165957322428
1927-10-19,1.3552366296638487
1927-10-20,1.3416842633672101
1927-10-21,1.3316216313919562
1927-10-22,1.3224334421353516
1927-10-24,1.327458689215466
1927-10-25,1.3486980282429135
1927-10-26,1.3495072470598592
1927-10-27,1.3441092180716199
1927-10-28,1.3247540453313886
1927-10-29,1.3183952259137979
1927-10-31,1.3285468691533342
1927-11-01,1.3285468691533342
1927-11-02,1.3419651925317828
1927-11-03,1.357129399207392
1927-11-04,1.3568579733275505
1927-11-05,1.3645920637755176
1927-11-07,1.3740077490155684
1927-11-09,1.3634278893481484
1927-11-10,1.3667001162825838
1927-11-11,1.3787270773058704
1927-11-12,1.3835526220764411
1927-11-14,1.390608740449031
1927-11-15,1.39227747093757
1927-11-16,1.3918597876962888
1927-11-17,1.3942259493353726
1927-11-18,1.4027307276263183
1927-11-19,1.4065181005909093
1927-11-21,1.3993448582778958
1927-11-22,1.4046623687393518
1927-11-23,1.4088763558455697
1927-11-25,1.4123985467351836
1927-11-26,1.4123985467351836
1927-11-28,1.4019467974893434
1927-11-29,1.411339841032522
1927-11-30,1.4183965402376844
1927-12-01,1.4117300764985672
1927-12-02,1.4154005746974634
1927-12-03,1.420637556823844
1927-12-05,1.415097070352231
1927-12-06,1.4148140509381606
1927-12-07,1.4078814620885636
1927-12-08,1.3953513170759753
1927-12-09,1.411118786958934
1927-12-10,1.412106570109805
1927-12-12,1.4204379988734528
1927-12-13,1.4259777070690594
1927-12-14,1.4208441873236106
1927-12-15,1.428374661516426
1927-12-16,1.4379447717485858
1927-12-17,1.4388075386116348
1927-12-19,1.4431239612274696
1927-12-20,1.4435568984158378
1927-12-21,1.4426907642767883
1927-12-22,1.44196941889465
1927-12-23,1.4449975546743286
1927-12-24,1.44716505100634
1927-12-27,1.4474544840165413
1927-12-28,1.438335520767237
1927-12-29,1.4407806911525414
1927-12-30,1.4469760481244973
1927-12-31,1.4518957666881207
1928-01-03,1.458574487214886
1928-01-04,1.4565324829327853
1928-01-05,1.4460454490556691
1928-01-06,1.4551555353847199
1928-01-07,1.4569017220271816
1928-01-09,1.4440809868733424
1928-01-10,1.432239522780981
1928-01-11,1.4341014341605964
1928-01-12,1.4412719413313992
1928-01-13,1.4500637001735208
1928-01-14,1.4404932797523755
1928-01-16,1.4278169388905546
1928-01-17,1.4302442276866687
1928-01-18,1.4260965194263773
1928-01-19,1.4343678792390504
1928-01-20,1.442543776150713
1928-01-21,1.4457173724582444
1928-01-23,1.4546808201674855
1928-01-24,1.4587539264639542
1928-01-25,1.4437287610213756
1928-01-26,1.451380523454789
1928-01-27,1.4555895269728076
1928-01-28,1.4486026972433381
1928-01-30,1.4426634261846405
1928-01-31,1.44742421549105
1928-02-01,1.4439503973738714
1928-02-02,1.4504481741620538
1928-02-03,1.4340581097940226
1928-02-04,1.4349185446598989
1928-02-06,1.4377883817492187
1928-02-07,1.4340501319566707
1928-02-08,1.4353407770754316
1928-02-09,1.4420868787276862
1928-02-10,1.440933209224704
1928-02-11,1.4407891159037816
1928-02-14,1.4356022750865278
1928-02-15,1.4315825887162854
1928-02-16,1.427144682691265
1928-02-17,1.4035967954268593
1928-02-18,1.3971402501678958
1928-02-20,1.395044539792644
1928-02-21,1.4096925074604667
1928-02-23,1.4130757694783718
1928-02-24,1.4180215346715461
1928-02-25,1.4197231605131522
1928-02-27,1.4130504616587403
1928-02-28,1.4182787483668777
1928-02-29,1.426362937232569
1928-03-01,1.4300714808693735
1928-03-02,1.431215538054069
1928-03-03,1.4383716157443391
1928-03-05,1.448008705569826
1928-03-06,1.4538007403921054
1928-03-07,1.4476947772824587
1928-03-08,1.453775095347045
1928-03-09,1.471947284038883
1928-03-10,1.4681202211003819
1928-03-12,1.4742863260290036
1928-03-13,1.4700108956835194
1928-03-14,1.4719219098479082
1928-03-15,1.482666939789798
1928-03-16,1.4971970757997382
1928-03-17,1.4998920305361778
1928-03-19,1.5019918793789286
1928-03-20,1.5089010420240716
1928-03-21,1.5218775909854785
1928-03-22,1.5163988316579307
1928-03-23,1.527316903245868
1928-03-24,1.5286914884587892
1928-03-26,1.5435197958968396
1928-03-27,1.53842618057038
1928-03-28,1.5388877084245511
1928-03-29,1.5413499287580306
1928-03-30,1.5646243126822768
1928-03-31,1.5560188789625242
1928-04-02,1.5426371166034465
1928-04-03,1.5520472030147274
1928-04-04,1.5511159746929186
1928-04-05,1.568798696804418
1928-04-09,1.5742894922432336
1928-04-10,1.5629546078990824
1928-04-11,1.5851485633312492
1928-04-12,1.5815027216355875
1928-04-13,1.6038019100106493
1928-04-14,1.5969055617976036
1928-04-16,1.6052094707189513
1928-04-17,1.5944545672651342
1928-04-18,1.5950923490920401
1928-04-19,1.6045033939516833
1928-04-20,1.5833239491515212
1928-04-23,1.5719240167176303
1928-04-24,1.5777401355794856
1928-04-25,1.589415412582774
1928-04-26,1.5994287296820453
1928-04-27,1.6162227313437068
1928-04-28,1.62446546727356
1928-04-30,1.6256025931006512
1928-05-01,1.6299917201020229
1928-05-02,1.6314587126501146
1928-05-03,1.637984547500715
1928-05-04,1.6574765636159736
1928-05-07,1.6690788995612853
1928-05-08,1.6598989656136982
1928-05-09,1.660728915096505
1928-05-10,1.6580717488323504
1928-05-11,1.671004708473243
1928-05-14,1.6791926315447616
1928-05-15,1.6785209544921438
1928-05-16,1.6531752880793125
1928-05-17,1.661441164519709
1928-05-18,1.649644932251619
1928-05-21,1.6305090510375
1928-05-22,1.607681924322975
1928-05-23,1.6356555898061949
1928-05-24,1.6443245644321678
1928-05-25,1.6477776460174753
1928-05-28,1.6237200923856203
1928-05-29,1.6381712012078522
1928-05-31,1.6538976447394476
1928-06-01,1.659190117202614
1928-06-02,1.6701407719761512
1928-06-04,1.6395771958489878
1928-06-05,1.6431842656798554
1928-06-06,1.6295458362747126
1928-06-07,1.6212351525097115
1928-06-08,1.5988621074050775
1928-06-09,1.5782367862195519
1928-06-11,1.5420951638151241
1928-06-12,1.5063185560146133
1928-06-13,1.5536169586734723
1928-06-14,1.5688424048684724
1928-06-15,1.5495456432885901
1928-06-16,1.5492357341599325
1928-06-18,1.5180960959033178
1928-06-19,1.5088357097183076
1928-06-20,1.529808526083392
1928-06-21,1.5322562197251255
1928-06-22,1.5319497684811805
1928-06-23,1.5221452899629009
1928-06-25,1.5236674352528636
1928-06-26,1.5390564763489176
1928-06-27,1.5547548524076766
1928-06-28,1.5675038421974195
1928-06-29,1.5753413614084064
1928-06-30,1.5773893051782375
1928-07-02,1.5586183724466165
1928-07-03,1.5840238519174963
1928-07-05,1.5990720785107126
1928-07-06,1.5941149550673295
1928-07-07,1.598419065446011
1928-07-09,1.5987387492591003
1928-07-10,1.5945820285110266
1928-07-11,1.5575877254495707
1928-07-12,1.5480864403243284
1928-07-13,1.5587682367625662
1928-07-14,1.5584564831152137
1928-07-16,1.539443314021208
1928-07-17,1.5466786975971076
1928-07-18,1.5605988058754814
1928-07-19,1.5582579076666683
1928-07-20,1.5601278171558683
1928-07-21,1.5566955359581254
1928-07-23,1.5666583873882574
1928-07-24,1.5672850507432126
1928-07-25,1.574337833471557
1928-07-26,1.5779588104885416
1928-07-27,1.59058248097245
1928-07-28,1.5947179954229782
1928-07-30,1.5928043338284708
1928-07-31,1.5912115294946423
1928-08-01,1.5955078006242778
1928-08-02,1.588487566301531
1928-08-03,1.5921410877040245
1928-08-04,1.5958030122057438
1928-08-06,1.6076119544960665
1928-08-07,1.60214607385078
1928-08-08,1.5843622524310363
1928-08-09,1.5864219233591967
1928-08-10,1.5834077217048141
1928-08-11,1.5854661517430306
1928-08-13,1.5848319652823335
1928-08-14,1.5745305575079984
1928-08-15,1.5964165322573596
1928-08-16,1.6091878645154185
1928-08-17,1.6138545093225132
1928-08-18,1.6185346873995483
1928-08-20,1.6224191706493072
1928-08-21,1.6384811204387353
1928-08-22,1.6407749940073497
1928-08-23,1.6411031490061512
1928-08-24,1.663750372462436
1928-08-25,1.6684088735053308
1928-08-27,1.6637373286595158
1928-08-28,1.673553378898607
1928-08-29,1.6779046176837433
1928-08-30,1.6824349601514894
1928-08-31,1.7019512056892467
1928-09-01,1.7063762788240386
1928-09-04,1.7135430591950995
1928-09-05,1.7207399400437189
1928-09-06,1.7140290542775483
1928-09-07,1.72534164603578
1928-09-08,1.7203381552622763
1928-09-10,1.714144937903332
1928-09-11,1.7251154655059133
1928-09-12,1.7313258811817347
1928-09-13,1.7297676878886712
1928-09-14,1.7321893626517155
1928-09-15,1.7424092798913606
1928-09-17,1.7519925309307631
1928-09-18,1.740254180973527
1928-09-19,1.7393840538830403
1928-09-20,1.7421670683692532
1928-09-21,1.7541880211410008
1928-09-22,1.7501533886923766
1928-09-24,1.7611793550411385
1928-09-25,1.7601226474281138
1928-09-26,1.7576584757217144
1928-09-27,1.7363908081654817
1928-09-28,1.736738086327115
1928-09-29,1.7548001624249168
1928-10-01,1.7532208422787343
1928-10-02,1.7458573147411636
1928-10-03,1.7413180857228365
1928-10-04,1.7460196445542882
1928-10-05,1.7414799934784468
1928-10-06,1.7409575494804033
1928-10-08,1.7357346768319621
1928-10-09,1.738164705379527
1928-10-10,1.7545034536100947
1928-10-11,1.7602933150070081
1928-10-13,1.7703269869025482
1928-10-15,1.7774082948501584
1928-10-16,1.783096001393679
1928-10-17,1.7888019085981388
1928-10-18,1.7943471945147933
1928-10-19,1.8027806263290127
1928-10-20,1.795208947698431
1928-10-22,1.7934137387507325
1928-10-23,1.8057882935481124
1928-10-24,1.810122185452628
1928-10-25,1.8057778922075416
1928-10-26,1.785733757604038
1928-10-27,1.8016267880467138
1928-10-29,1.8144183382418457
1928-10-30,1.7955483875241307
1928-10-31,1.7867502004252624
1928-11-01,1.8099779530307907
1928-11-02,1.8092539618495784
1928-11-03,1.8101585888305032
1928-11-05,1.830975412602054
1928-11-07,1.853130215094539
1928-11-08,1.8488680155998216
1928-11-09,1.8625496389152605
1928-11-10,1.877263781062691
1928-11-12,1.884021930674517
1928-11-13,1.8857175504121237
1928-11-14,1.8887346984927833
1928-11-15,1.895911890347056
1928-11-16,1.9296591219952337
1928-11-17,1.9319747129416283
1928-11-19,1.9356454648962174
1928-11-20,1.9575182586495448
1928-11-21,1.9283512365956665
1928-11-22,1.9555409890316655
1928-11-23,1.961016503800954
1928-11-26,1.9704293830191983
1928-11-27,1.9761436282299538
1928-11-28,1.9980788225033066
1928-11-30,2.0064707535578203
1928-12-01,1.9944319290364734
1928-12-03,1.9800720191474108
1928-12-04,1.9846261847914497
1928-12-05,1.9709322641163887
1928-12-06,1.9011612619666685
1928-12-07,1.8564839723104518
1928-12-08,1.8213964252337842
1928-12-10,1.8509030473225714
1928-12-11,1.8929185464967937
1928-12-12,1.8783430736887683
1928-12-13,1.8719567072382266
1928-12-14,1.8757006206527032
1928-12-15,1.8691356684804188
1928-12-17,1.862219866507041
1928-12-18,1.8819593970920157
1928-12-19,1.9045429098571198
1928-12-20,1.9115897186235913
1928-12-21,1.9320437286128636
1928-12-22,1.9343621810871992
1928-12-24,1.950997695844549
1928-12-26,1.944949602987431
1928-12-27,1.957591775406849
1928-12-28,1.983823505197301
1928-12-29,1.9877911522076956
1928-12-31,2.014228774532058
1929-01-02,2.0442407832725857
1929-01-03,2.046489448134186
1929-01-04,2.0460801502445594
1929-01-05,2.0282792529374314
1929-01-07,2.0021144505745383
1929-01-08,1.9977097987832744
1929-01-09,2.02208185832843
1929-01-10,2.0277436875317494
1929-01-11,2.02713536442549
1929-01-12,2.022472953087312
1929-01-14,2.0277313827653387
1929-01-15,2.0078596152142385
1929-01-16,2.02633192367421
1929-01-17,2.0409215135246646
1929-01-18,2.0419419742814267
1929-01-19,2.0460258582299895
1929-01-21,2.0495041021889806
1929-01-22,2.0618011268021146
1929-01-23,2.072934852886846
1929-01-24,2.0561440805784628
1929-01-25,2.0804065807292886
1929-01-26,2.087688003761841
1929-01-28,2.0824687837524367
1929-01-29,2.0774708586714308
1929-01-30,2.0843265125050467
1929-01-31,2.1130902183776166
1929-02-01,2.125346141644207
1929-02-02,2.1255586762583714
1929-02-04,2.116631329818086
1929-02-05,2.1217112450096494
1929-02-06,2.105374068423075
1929-02-07,2.043054995997752
1929-02-08,2.0238502790353734
1929-02-11,2.067970215118345
1929-02-13,2.070038185333463
1929-02-14,2.0578249600399956
1929-02-15,2.0255171081673677
1929-02-16,1.9973624203638414
1929-02-18,2.0195331432298804
1929-02-19,2.024178069459309
1929-02-20,2.040978747435821
1929-02-21,2.055877892292103
1929-02-25,2.062045525968979
1929-02-26,2.069881298967661
1929-02-27,2.0920290288666146
1929-02-28,2.1144137394754874
1929-03-01,2.1359807596181373
1929-03-02,2.13042720964313
1929-03-04,2.1116794501982703
1929-03-05,2.097531197881942
1929-03-06,2.0648097111949837
1929-03-07,2.0805022650000655
1929-03-08,2.0927772283635657
1929-03-09,2.0925679506407295
1929-03-11,2.065155310487336
1929-03-12,2.0707312298256517
1929-03-13,2.0910243958779433
1929-03-14,2.1236443764536395
1929-03-15,2.146579735719339
1929-03-16,2.152375501005781
1929-03-18,2.143550761451657
1929-03-19,2.1441938266800924
1929-03-20,2.1450515042107643
1929-03-21,2.136042287893079
1929-03-22,2.111691405811098
1929-03-23,2.090785660893568
1929-03-25,2.0249259125754207
1929-03-26,2.0024492349458334
1929-03-27,2.067929324928562
1929-03-28,2.101222987059912
1929-04-01,2.05415559214977
1929-04-02,2.0783946281371373
1929-04-03,2.05615580561607
1929-04-04,2.0808296752834625
1929-04-05,2.065431535686365
1929-04-06,2.0679100535291886
1929-04-08,2.048471699026014
1929-04-09,2.031059689584293
1929-04-10,2.0414180940011732
1929-04-11,2.062240558559985
1929-04-12,2.074820225967201
1929-04-13,2.0744052619220072
1929-04-15,2.062581151929052
1929-04-16,2.063818700620209
1929-04-17,2.084250505756349
1929-04-18,2.092379082728799
1929-04-19,2.0919606069122536
1929-04-20,2.095726136004696
1929-04-22,2.113120662933535
1929-04-23,2.122841017983029
1929-04-24,2.1181707677434662
1929-04-25,2.1052499260602313
1929-04-26,2.103355201126777
1929-04-27,2.114713319212862
1929-04-29,2.103293867289113
1929-04-30,2.1377878867126543
1929-05-01,2.140567010965381
1929-05-02,2.1439919181829254
1929-05-03,2.1609294543365705
1929-05-04,2.1680605215358812
1929-05-06,2.157220218928202
1929-05-07,2.1429825654832757
1929-05-08,2.1453398463053075
1929-05-09,2.1339695451198892
1929-05-10,2.158296797934256
1929-05-11,2.151390248180866
1929-05-13,2.106426191993886
1929-05-14,2.1260159555794296
1929-05-15,2.120488314094923
1929-05-16,2.1221847047461986
1929-05-17,2.1330078467404046
1929-05-18,2.129808334970294
1929-05-20,2.088916014938864
1929-05-21,2.090796039352309
1929-05-22,2.025563202924517
1929-05-23,2.0565543199292624
1929-05-24,2.047299825489581
1929-05-25,2.0403390060829163
1929-05-27,1.9760683273913044
1929-05-28,1.9982002926580873
1929-05-29,2.000598133009277
1929-05-31,2.0124016619940317
1929-06-01,2.0250797924645942
1929-06-03,2.0512033217873875
1929-06-04,2.0803304089567685
1929-06-05,2.0742974507707936
1929-06-06,2.080520343123106
1929-06-07,2.0715741056476764
1929-06-08,2.064737911099039
1929-06-10,2.054414221543544
1929-06-11,2.0630427612740267
1929-06-12,2.064074282654664
1929-06-13,2.0900816186161126
1929-06-14,2.0967698797956844
1929-06-15,2.103269866423051
1929-06-17,2.1289297587934124
1929-06-18,2.1327618323592406
1929-06-19,2.119538708998613
1929-06-20,2.129076633189107
1929-06-21,2.1437672619581116
1929-06-22,2.1508416939225734
